id,borrower_id,amount,term_months,interest_rate,installment,grade,issue_date,loan_status,id_borrower,full_name,credit_score,annual_income,employment_years,home_ownership,loan_id,repayment_velocity,credit_utilization_ratio,delinquency_freq,debt_to_income_ratio,payment_consistency_score,default_probability,risk_segment,recommended_action
293,293,2079.0,60,0.2038970774631174,55.53256187965928,D,2023-09-29 11:47:56.406935,Fully Paid,293,Borrower_293,765,36054.62979150931,10,RENT,293,0.2411,0.5405269301941389,18,0.0,3.22,0.0,Unknown,None
294,294,30657.0,60,0.0989579038058849,649.7998140256875,A,2024-07-04 11:47:56.406939,Late (31-120 days),294,Borrower_294,642,88559.96053839497,21,MORTGAGE,294,0.1525,0.3238283494580102,11,0.0,44.91,1.0,Unknown,None
295,295,33375.0,36,0.0598894873358694,1015.1650506996216,B,2025-05-01 11:47:56.406942,Charged Off,295,Borrower_295,769,36947.41657251889,19,MORTGAGE,295,0.1498,0.6667806104567341,3,0.0,72.82,1.0,Unknown,None
296,296,25754.0,60,0.219750540113047,710.9322274922506,C,2025-02-03 11:47:56.406946,Current,296,Borrower_296,704,60783.93379654407,4,MORTGAGE,296,0.3045,0.7429266274566627,0,0.0,36.67,0.0,Unknown,None
297,297,32153.0,60,0.0519919482408606,609.7054279868655,B,2024-09-18 11:47:56.406950,Fully Paid,297,Borrower_297,729,52664.9819695226,18,MORTGAGE,297,0.2654,0.31186731322367345,1,0.0,30.0,0.0,Unknown,None
298,298,19344.0,60,0.2374224987842944,553.5972836972464,E,2025-02-02 11:47:56.406954,Charged Off,298,Borrower_298,637,18008.930136564868,21,MORTGAGE,298,0.3985,0.30485977864973296,0,0.0,34.52,1.0,Unknown,None
299,299,35241.0,60,0.1755239747965412,886.3309475049969,D,2023-09-29 11:47:56.406957,Fully Paid,299,Borrower_299,759,74021.96332628511,26,RENT,299,0.3569,0.22781967777340073,13,0.0,47.75,0.0,Unknown,None
300,300,38656.0,36,0.114369327040264,1273.5613537605827,E,2024-09-22 11:47:56.406962,Current,300,Borrower_300,749,64322.80955576142,27,MORTGAGE,300,0.3011,0.7665249062943799,6,0.0,74.59,0.0,Unknown,None
301,301,5979.0,60,0.0992955819153472,126.82894597899664,B,2024-05-31 11:47:56.406966,Current,301,Borrower_301,633,125434.56243417984,18,MORTGAGE,301,0.0839,0.7841824678048958,15,0.0,11.53,0.0,Unknown,None
302,302,2212.0,60,0.051801132852895,41.925944193525694,A,2024-02-29 11:47:56.406970,Fully Paid,302,Borrower_302,680,81273.21864647963,29,RENT,302,0.2911,0.18542064178250817,7,0.0,2.52,0.0,Unknown,None
303,303,10001.0,36,0.0970942834021754,321.34150655435,D,2024-09-26 11:47:56.406973,Late (31-120 days),303,Borrower_303,843,188234.1531000498,14,RENT,303,0.4166,0.5891172747488819,2,0.0,16.17,1.0,Unknown,None
304,304,14248.0,36,0.0775456603034282,444.8690855009696,D,2024-02-12 11:47:56.406977,Current,304,Borrower_304,632,63165.98296718004,29,RENT,304,0.4134,0.521179563223783,9,0.0,28.3,0.0,Unknown,None
305,305,34187.0,36,0.1724332441446291,1223.0038165264612,B,2024-05-01 11:47:56.406981,Current,305,Borrower_305,639,56796.7834667276,15,RENT,305,0.4359,0.5427067788436917,8,0.0,60.36,0.0,Unknown,None
306,306,16608.0,36,0.0833091177187602,522.9733963619465,E,2025-06-21 11:47:56.406985,Current,306,Borrower_306,687,54601.77523366053,23,MORTGAGE,306,0.2812,0.5654498047415747,0,0.0,27.06,0.0,Unknown,None
307,307,37427.0,60,0.1557259675073238,901.6743846105772,B,2023-06-05 11:47:56.406989,Current,307,Borrower_307,584,48060.0064974074,8,RENT,307,0.2862,0.8834660117548636,19,0.0,48.8,0.0,Unknown,None
308,308,32368.0,36,0.1680232844688941,1150.8256996998489,D,2025-02-20 11:47:56.406992,Current,308,Borrower_308,682,19853.28059657474,3,RENT,308,0.2921,0.4456626629575715,2,0.0,55.08,0.0,Unknown,None
309,309,6283.0,60,0.1096083396693829,136.48495383519108,B,2023-09-30 11:47:56.406996,Fully Paid,309,Borrower_309,775,53632.0805904142,14,RENT,309,0.3069,0.6887241644950252,13,0.0,5.8,0.0,Unknown,None
310,310,26854.0,60,0.0570129898037437,515.4414270168768,D,2023-07-01 11:47:56.407001,Late (31-120 days),310,Borrower_310,841,21291.700689587145,24,MORTGAGE,310,0.096,0.866841853500273,25,0.0,35.59,1.0,Unknown,None
311,311,11715.0,36,0.0574507761228392,355.04141613091736,E,2023-10-13 11:47:56.407004,Fully Paid,311,Borrower_311,626,75058.0184124241,11,MORTGAGE,311,0.4204,0.1978106280685326,13,0.0,23.07,0.0,Unknown,None
312,312,17165.0,36,0.0552694664387835,518.5213041618775,A,2023-05-14 11:47:56.407008,Current,312,Borrower_312,723,32207.990527149825,22,OWN,312,0.4772,0.4038795506434386,16,0.0,24.07,0.0,Unknown,None
313,313,35108.0,60,0.1978249334273092,925.9034631322436,A,2024-03-30 11:47:56.407012,Charged Off,313,Borrower_313,848,38285.77470131243,2,RENT,313,0.1287,0.3341886267192187,16,0.0,48.02,1.0,Unknown,None
314,314,27797.0,60,0.1136019409628596,609.3793395070404,B,2023-07-15 11:47:56.407016,Current,314,Borrower_314,703,42842.88657170882,22,MORTGAGE,314,0.3092,0.22069274939335434,16,0.0,30.93,0.0,Unknown,None
315,315,11584.0,36,0.2092600371935327,435.98799856185536,D,2023-05-23 11:47:56.407020,Current,315,Borrower_315,685,54042.84738961224,13,MORTGAGE,315,0.4873,0.4488883421361525,18,0.0,24.07,0.0,Unknown,None
316,316,15780.0,36,0.1363465647685698,536.5271684044016,A,2025-05-12 11:47:56.407024,Current,316,Borrower_316,737,60080.11060927444,16,RENT,316,0.5125,0.7556861419080496,0,0.0,29.68,0.0,Unknown,None
317,317,38905.0,36,0.1405996201659927,1330.8139970982256,D,2025-07-03 11:47:56.407027,Fully Paid,317,Borrower_317,726,102974.82208326994,18,RENT,317,0.5044,0.30505805607437814,0,0.0,80.06,0.0,Unknown,None
318,318,22573.0,60,0.1525765205019147,540.0677986821204,E,2024-08-29 11:47:56.407031,Fully Paid,318,Borrower_318,724,44857.00099266714,5,RENT,318,0.3653,0.45706325928167646,1,0.0,29.69,0.0,Unknown,None
319,319,34359.0,60,0.1926062912750207,896.2260007428431,B,2025-08-08 11:47:56.407035,Charged Off,319,Borrower_319,699,76120.51356062008,3,RENT,319,0.3242,0.13135350434656604,0,0.0,38.27,1.0,Unknown,None
320,320,1526.0,36,0.1047005731659414,49.57718615042192,D,2024-08-28 11:47:56.407038,Current,320,Borrower_320,671,234552.2406328845,6,MORTGAGE,320,0.4827,0.779276479136134,1,0.0,2.09,0.0,Unknown,None
321,321,8855.0,60,0.0743174699067053,177.14897488391605,B,2023-10-07 11:47:56.407042,Current,321,Borrower_321,637,72306.93702864826,29,MORTGAGE,321,0.1788,0.3165126150104757,18,0.0,11.02,0.0,Unknown,None
322,322,35060.0,36,0.1612114670382923,1234.703557057193,D,2024-09-04 11:47:56.407046,Current,322,Borrower_322,808,54707.44611344911,18,OWN,322,0.3502,0.5452811723173616,6,0.0,79.6,0.0,Unknown,None
323,323,30482.0,60,0.1153955246485478,670.9840782776903,D,2024-09-08 11:47:56.407050,Fully Paid,323,Borrower_323,696,40555.398151940586,16,MORTGAGE,323,0.1981,0.5144208734602338,7,0.0,45.44,0.0,Unknown,None
324,324,17571.0,60,0.1384982627336075,407.47972269604793,E,2025-07-09 11:47:56.407053,Fully Paid,324,Borrower_324,706,54330.12972630088,24,OWN,324,0.3044,0.3887475850093629,0,0.0,18.32,0.0,Unknown,None
325,325,32740.0,36,0.179389341667461,1182.6267265866754,B,2025-01-08 11:47:56.407057,Current,325,Borrower_325,708,38441.38252373063,15,MORTGAGE,325,0.6598,0.11285580757224781,0,0.0,58.02,0.0,Unknown,None
326,326,20142.0,36,0.1488251482282541,697.0707742195945,C,2024-01-29 11:47:56.407061,Current,326,Borrower_326,637,68482.30798789069,14,MORTGAGE,326,0.4062,0.6071678855972494,11,0.0,31.89,0.0,Unknown,None
327,327,26104.0,36,0.1740557634201686,935.9563885088036,D,2024-08-21 11:47:56.407065,Late (31-120 days),327,Borrower_327,701,63055.59454396655,21,RENT,327,0.2845,0.3982130010814541,8,0.0,51.78,1.0,Unknown,None
328,328,9625.0,60,0.1588400004227255,233.4684813852556,D,2025-06-16 11:47:56.407068,Charged Off,328,Borrower_328,580,20310.44144197046,7,RENT,328,0.2919,0.6894746157628047,0,0.0,15.71,1.0,Unknown,None
329,329,16926.0,60,0.1979592743872198,446.5157103547658,A,2024-05-11 11:47:56.407072,Current,329,Borrower_329,818,59321.13900625253,18,MORTGAGE,329,0.3695,0.23198533624060477,6,0.0,21.69,0.0,Unknown,None
330,330,32218.0,36,0.1911873235423239,1182.918616877892,B,2024-09-06 11:47:56.407076,Fully Paid,330,Borrower_330,675,102546.6561881541,7,RENT,330,0.2593,0.3294344259981882,9,0.0,69.8,0.0,Unknown,None
331,331,27380.0,60,0.1568379783617238,661.2370895280582,C,2023-10-18 11:47:56.407079,Fully Paid,331,Borrower_331,705,49042.574828862496,17,RENT,331,0.3556,0.1307284980461824,11,0.0,27.98,0.0,Unknown,None
332,332,21566.0,36,0.1857806041719413,785.9305904922516,E,2025-03-16 11:47:56.407083,Current,332,Borrower_332,697,43198.09231120164,27,MORTGAGE,332,0.3282,0.5445907489821441,0,0.0,36.09,0.0,Unknown,None
333,333,34205.0,60,0.2247119204545225,953.8913238581551,C,2024-02-22 11:47:56.407087,Current,333,Borrower_333,627,30065.981035990542,15,MORTGAGE,333,0.1707,0.36904935634741154,16,0.0,36.12,0.0,Unknown,None
334,334,30717.0,36,0.1364542575576337,1044.5521412022388,E,2023-09-01 11:47:56.407091,Current,334,Borrower_334,668,23647.29424637356,19,OWN,334,0.5247,0.3110290966602348,13,0.0,62.12,0.0,Unknown,None
335,335,26135.0,60,0.1325526145497587,598.0722225434602,C,2024-01-31 11:47:56.407095,Current,335,Borrower_335,816,90732.83911023384,18,MORTGAGE,335,0.1154,0.12200016671349322,18,0.0,42.25,0.0,Unknown,None
336,336,29164.0,60,0.202849124170476,777.298248299371,C,2024-10-14 11:47:56.407099,Fully Paid,336,Borrower_336,768,54680.41252784531,9,OWN,336,0.355,0.7689965522865752,1,0.0,28.87,0.0,Unknown,None
337,337,9953.0,60,0.1665107674083988,245.4942024759144,B,2025-09-14 11:47:56.407102,Current,337,Borrower_337,771,88080.88165043412,16,MORTGAGE,337,0.1249,0.775441140499692,0,0.0,10.72,0.0,Unknown,None
338,338,39562.0,60,0.0642013560445177,772.5968667691939,A,2025-01-03 11:47:56.407106,Current,338,Borrower_338,648,128754.38449673704,12,MORTGAGE,338,0.1959,0.8507022651167223,2,0.0,49.75,0.0,Unknown,None
339,339,4574.0,36,0.2284224031382162,176.6823899368402,C,2024-12-30 11:47:56.407110,Current,339,Borrower_339,826,94904.25710612544,12,MORTGAGE,339,0.3894,0.5036309739161035,2,0.0,9.08,0.0,Unknown,None
340,340,21169.0,60,0.056156620447528,405.4835994452881,D,2023-06-15 11:47:56.407114,Current,340,Borrower_340,655,45652.50868513392,6,OWN,340,0.2532,0.55118716829847,18,0.0,15.87,0.0,Unknown,None
341,341,22604.0,36,0.1996792712419486,839.6762895554718,D,2024-01-03 11:47:56.407117,Fully Paid,341,Borrower_341,733,64371.98695761571,26,MORTGAGE,341,0.6713,0.7327420041142233,6,0.0,48.59,0.0,Unknown,None
342,342,25134.0,36,0.2017588285408625,936.323462043585,D,2023-08-24 11:47:56.407121,Current,342,Borrower_342,723,44029.43063729807,9,MORTGAGE,342,0.179,0.5243938464499502,23,0.0,62.97,0.0,Unknown,None
343,343,24202.0,36,0.2406222170563861,950.3043544172835,A,2024-03-02 11:47:56.407125,Current,343,Borrower_343,665,42018.10049942792,1,OWN,343,0.4381,0.3468065806955336,11,0.0,58.27,0.0,Unknown,None
344,344,1684.0,36,0.0608268816804641,51.29365934453177,C,2025-03-13 11:47:56.407129,Late (31-120 days),344,Borrower_344,764,71069.07576769259,3,RENT,344,0.4211,0.14078415932998622,0,0.0,3.15,1.0,Unknown,None
345,345,38001.0,60,0.1693713721568981,943.1387350721404,E,2024-03-11 11:47:56.407132,Current,345,Borrower_345,799,39491.986561252765,24,RENT,345,0.1285,0.35982102948780537,17,0.0,61.56,0.0,Unknown,None
346,346,9007.0,36,0.1355681141254106,305.902689947728,E,2024-08-13 11:47:56.407136,Fully Paid,346,Borrower_346,648,19839.381192447505,5,RENT,346,0.3151,0.25097508669407265,7,0.0,19.14,0.0,Unknown,None
347,347,36096.0,60,0.1161265909719084,795.8881850385596,B,2024-12-02 11:47:56.407140,Current,347,Borrower_347,626,38404.351487259584,23,MORTGAGE,347,0.1132,0.7437714478618651,8,0.0,39.77,0.0,Unknown,None
348,348,10255.0,60,0.0680637120598146,202.1257591402318,A,2023-04-18 11:47:56.407144,Charged Off,348,Borrower_348,673,51357.148946476846,17,RENT,348,0.0786,0.5983859639818884,28,0.0,14.59,1.0,Unknown,None
349,349,33262.0,60,0.1625308239342618,813.3467897111035,C,2025-06-19 11:47:56.407147,Fully Paid,349,Borrower_349,817,128117.00781705108,22,RENT,349,0.3892,0.24982937774326458,0,0.0,44.0,0.0,Unknown,None
350,350,19093.0,60,0.1458081451349227,450.0308243803489,D,2024-06-19 11:47:56.407151,Current,350,Borrower_350,783,46841.801377036674,5,MORTGAGE,350,0.1214,0.5267836729598078,13,0.0,18.48,0.0,Unknown,None
351,351,6782.0,36,0.0709108916302048,209.6910391918284,A,2023-12-25 11:47:56.407155,Fully Paid,351,Borrower_351,797,77339.65045131797,28,RENT,351,0.4065,0.4223962170212714,11,0.0,14.49,0.0,Unknown,None
352,352,2234.0,60,0.1724979014194166,55.8211459528138,A,2023-08-28 11:47:56.407159,Current,352,Borrower_352,618,55041.673814512746,29,MORTGAGE,352,0.2256,0.2933129478798591,19,0.0,3.85,0.0,Unknown,None
353,353,38973.0,36,0.1975906240505877,1443.5962839750669,C,2025-06-29 11:47:56.407162,Late (31-120 days),353,Borrower_353,679,110547.72110705226,24,RENT,353,0.2901,0.23947909769638534,0,0.0,101.4,1.0,Unknown,None
354,354,35188.0,60,0.2034556602107296,939.0455591675488,B,2025-07-09 11:47:56.407167,Current,354,Borrower_354,833,106782.37808945644,22,MORTGAGE,354,0.4507,0.524815286968673,0,0.0,48.48,0.0,Unknown,None
355,355,32996.0,60,0.2310746376524854,932.2111572971476,B,2023-04-19 11:47:56.407171,Fully Paid,355,Borrower_355,801,107805.8876753402,16,MORTGAGE,355,0.3183,0.2714242899076932,21,0.0,46.94,0.0,Unknown,None
356,356,30204.0,36,0.1318941483777554,1020.4499440359726,B,2023-10-09 11:47:56.407175,Current,356,Borrower_356,602,25159.93771591709,13,MORTGAGE,356,0.4466,0.22066642822620575,14,0.0,47.63,0.0,Unknown,None
357,357,18152.0,60,0.2406145537244274,522.843817662601,D,2024-05-29 11:47:56.407178,Fully Paid,357,Borrower_357,829,66394.00356446794,23,OWN,357,0.4156,0.8741434226981636,4,0.0,27.86,0.0,Unknown,None
358,358,26019.0,60,0.2230858810165372,723.18901973707,D,2025-05-01 11:47:56.407182,Late (31-120 days),358,Borrower_358,589,87506.58267268255,10,MORTGAGE,358,0.1085,0.32064181157859195,4,0.0,35.26,1.0,Unknown,None
359,359,20488.0,60,0.1093003142047878,444.7441900684427,C,2023-12-03 11:47:56.407186,Charged Off,359,Borrower_359,825,72458.50131413079,25,RENT,359,0.2108,0.48788785135183,15,0.0,20.96,1.0,Unknown,None
360,360,38123.0,60,0.0818566074698917,776.3888156910216,B,2025-06-05 11:47:56.407190,Current,360,Borrower_360,679,82314.13839931139,18,RENT,360,0.3248,0.8471287529046999,0,0.0,51.32,0.0,Unknown,None
361,361,20689.0,60,0.1370778792256027,478.2683375908992,C,2023-12-23 11:47:56.407193,Current,361,Borrower_361,759,61646.73223897976,29,RENT,361,0.1353,0.5545887776625563,18,0.0,30.27,0.0,Unknown,None
362,362,29506.0,36,0.1303797415911933,994.7135197230666,B,2023-08-21 11:47:56.407197,Current,362,Borrower_362,802,41258.31291356691,1,MORTGAGE,362,0.3055,0.7194663388431246,19,0.0,59.9,0.0,Unknown,None
363,363,18715.0,60,0.1651438610662408,460.24323695286506,A,2023-11-16 11:47:56.407201,Current,363,Borrower_363,829,25628.2697296602,27,OWN,363,0.1719,0.14823445788768075,18,0.0,33.19,0.0,Unknown,None
364,364,14765.0,60,0.1666772464655496,364.3154918591541,E,2024-12-01 11:47:56.407204,Current,364,Borrower_364,726,43356.64621472855,2,MORTGAGE,364,0.2413,0.33391015225302834,3,0.0,20.25,0.0,Unknown,None
365,365,22942.0,36,0.199997396875995,852.6038865041546,E,2024-07-25 11:47:56.407208,Current,365,Borrower_365,675,228445.95414698237,10,RENT,365,0.6734,0.5467821502196312,0,0.0,56.65,0.0,Unknown,None
366,366,39712.0,60,0.151977989641122,948.873891993808,B,2023-12-15 11:47:56.407212,Current,366,Borrower_366,836,46965.77443697585,5,OWN,366,0.1839,0.25337167871028243,16,0.0,38.18,0.0,Unknown,None
367,367,39031.0,36,0.0709645281881531,1206.885970859454,C,2023-07-26 11:47:56.407216,Current,367,Borrower_367,583,22478.28221028363,28,MORTGAGE,367,0.1588,0.5372911296359039,24,0.0,93.68,0.0,Unknown,None
368,368,21478.0,60,0.2216582671106212,595.2257897610826,D,2024-10-25 11:47:56.407219,Current,368,Borrower_368,595,86363.86864639234,13,OWN,368,0.2292,0.6191096565044157,6,0.0,42.33,0.0,Unknown,None
369,369,23551.0,60,0.1119529166370374,514.3525079615225,B,2024-04-19 11:47:56.407223,Current,369,Borrower_369,826,91833.27689573626,18,MORTGAGE,369,0.3041,0.5961131084782262,6,0.0,31.74,0.0,Unknown,None
370,370,29072.0,36,0.2442594920613184,1147.0894825528817,B,2024-02-19 11:47:56.407227,Current,370,Borrower_370,837,113966.7701617568,25,RENT,370,0.7078,0.47885084548674317,4,0.0,51.92,0.0,Unknown,None
371,371,36561.0,60,0.073572021735954,730.1290433478976,D,2023-11-23 11:47:56.407231,Fully Paid,371,Borrower_371,739,75772.3895907124,15,MORTGAGE,371,0.3419,0.12352307064299346,8,0.0,37.63,0.0,Unknown,None
372,372,3892.0,60,0.2416502344465006,112.33803239687016,B,2023-09-27 11:47:56.407235,Current,372,Borrower_372,731,91381.72180880084,20,MORTGAGE,372,0.2964,0.8647736070350299,17,0.0,5.66,0.0,Unknown,None
373,373,34966.0,36,0.0682023613765034,1076.7770052298308,A,2024-04-04 11:47:56.407238,Current,373,Borrower_373,757,150257.9206410538,21,RENT,373,0.1895,0.6053591369186352,15,0.0,68.95,0.0,Unknown,None
374,374,25395.0,36,0.0962072275894119,814.9106162228934,D,2023-07-19 11:47:56.407242,Current,374,Borrower_374,742,41244.09598855594,23,RENT,374,0.2824,0.6484766594368858,20,0.0,47.83,0.0,Unknown,None
375,375,19756.0,60,0.0593159884173083,381.310789933047,A,2025-04-15 11:47:56.407246,Current,375,Borrower_375,612,37349.49416218546,6,MORTGAGE,375,0.1552,0.23973808318349096,0,0.0,27.78,0.0,Unknown,None
376,376,23174.0,36,0.191022629327799,850.6652696054488,E,2024-07-21 11:47:56.407250,Fully Paid,376,Borrower_376,758,34638.003669361045,29,MORTGAGE,376,0.6667,0.8213183472230178,0,0.0,52.54,0.0,Unknown,None
377,377,35651.0,60,0.2200597473143583,984.762944568911,D,2024-01-19 11:47:56.407254,Current,377,Borrower_377,680,52423.76021493776,26,OWN,377,0.4151,0.3729064811168311,8,0.0,51.16,0.0,Unknown,None
378,378,1797.0,36,0.136814216363196,61.13951668671199,D,2025-07-17 11:47:56.407257,Current,378,Borrower_378,847,122603.5441019391,7,RENT,378,0.3381,0.6955200322346112,0,0.0,5.14,0.0,Unknown,None
379,379,9209.0,60,0.2357044150084859,262.6330867669909,C,2025-05-14 11:47:56.407261,Charged Off,379,Borrower_379,644,77966.47330715282,18,MORTGAGE,379,0.3365,0.8314005670467103,0,0.0,13.93,1.0,Unknown,None
380,380,22346.0,36,0.1680598143511199,794.5397925091903,C,2025-03-19 11:47:56.407264,Late (31-120 days),380,Borrower_380,747,76446.46541576265,19,MORTGAGE,380,0.2558,0.2594089224622571,2,0.0,42.72,1.0,Unknown,None
381,381,29024.0,36,0.1760014270893046,1043.4744455551604,D,2023-10-02 11:47:56.407268,Current,381,Borrower_381,622,24109.133610479443,15,OWN,381,0.6116,0.5341560688773795,10,0.0,57.14,0.0,Unknown,None
382,382,30414.0,36,0.219083840340154,1160.083445111046,E,2023-08-31 11:47:56.407272,Current,382,Borrower_382,623,42336.572364028485,21,OWN,382,0.2956,0.6400160906082005,20,0.0,42.29,0.0,Unknown,None
383,383,6947.0,36,0.1093600410103677,227.2253889975647,B,2023-11-16 11:47:56.407276,Current,383,Borrower_383,591,23912.84840337014,26,RENT,383,0.4273,0.1409775658454506,12,0.0,17.32,0.0,Unknown,None
384,384,10617.0,36,0.1208531442655251,353.0691036772355,C,2024-02-29 11:47:56.407280,Current,384,Borrower_384,674,107540.51020292065,6,MORTGAGE,384,0.631,0.8388100756306065,3,0.0,20.48,0.0,Unknown,None
385,385,21704.0,36,0.2311903838389288,841.5029754907638,E,2023-05-04 11:47:56.407284,Current,385,Borrower_385,832,132299.45708687208,8,RENT,385,0.229,0.6080369067276883,26,0.0,67.27,0.0,Unknown,None
386,386,29702.0,36,0.2301926992077527,1150.0544842353163,E,2024-12-19 11:47:56.407288,Fully Paid,386,Borrower_386,821,88413.80164280362,12,MORTGAGE,386,0.737,0.1516705462293497,0,0.0,65.52,0.0,Unknown,None
387,387,2892.0,36,0.2452965552401741,114.26722804621193,C,2024-07-21 11:47:56.407292,Current,387,Borrower_387,614,36556.23274322016,0,OWN,387,0.5567,0.45743001276273343,3,0.0,5.68,0.0,Unknown,None
388,388,30754.0,36,0.2303676632883342,1191.0681874117097,B,2024-01-08 11:47:56.407295,Charged Off,388,Borrower_388,794,125619.3079361425,28,OWN,388,0.5391,0.6206711211121999,10,0.0,68.65,1.0,Unknown,None
389,389,4424.0,60,0.0754744072066721,88.74765165780605,C,2024-03-31 11:47:56.407299,Current,389,Borrower_389,669,52752.82186546437,7,MORTGAGE,389,0.1614,0.5875459830709755,13,0.0,6.53,0.0,Unknown,None
390,390,14418.0,36,0.2147448572273975,546.7179481189916,E,2023-06-12 11:47:56.407303,Current,390,Borrower_390,843,32622.91908069821,23,MORTGAGE,390,0.4592,0.55795115762468,19,0.0,33.64,0.0,Unknown,None
391,391,30886.0,60,0.1319676956219188,705.8664237386434,A,2025-04-16 11:47:56.407307,Fully Paid,391,Borrower_391,672,36967.62736976331,21,MORTGAGE,391,0.2099,0.5167188553349078,0,0.0,43.28,0.0,Unknown,None
392,392,35783.0,36,0.2481602711891876,1419.2464448999915,C,2023-09-09 11:47:56.407311,Current,392,Borrower_392,669,48287.1945936125,3,OWN,392,0.4384,0.6228009277510951,17,0.0,101.17,0.0,Unknown,None
393,393,24057.0,60,0.1444561928657602,565.3376054151666,E,2023-04-09 11:47:56.407315,Current,393,Borrower_393,694,61376.92690730466,2,MORTGAGE,393,0.4003,0.6476260434628276,16,0.0,34.76,0.0,Unknown,None
394,394,5833.0,60,0.1607672165004441,142.08511735384664,C,2024-06-28 11:47:56.407319,Current,394,Borrower_394,684,55233.66359803619,26,MORTGAGE,394,0.2411,0.1508055276140511,8,0.0,7.06,0.0,Unknown,None
395,395,10894.0,36,0.1559549830513597,380.8287073254679,E,2023-04-19 11:47:56.407323,Current,395,Borrower_395,775,29544.88144013294,2,OWN,395,0.1776,0.39229612363025645,27,0.0,19.04,0.0,Unknown,None
396,396,1565.0,36,0.1143474059716555,51.558890788176434,B,2023-05-27 11:47:56.407327,Current,396,Borrower_396,693,109826.61836554024,21,RENT,396,0.2658,0.3529882780530462,23,0.0,3.36,0.0,Unknown,None
397,397,19402.0,60,0.0650044177785836,379.62642256949925,E,2025-04-07 11:47:56.407331,Current,397,Borrower_397,654,55531.01876527541,12,OWN,397,0.249,0.892404932204733,0,0.0,20.43,0.0,Unknown,None
398,398,11315.0,60,0.2291302460803837,318.4100155184391,D,2023-06-17 11:47:56.407334,Current,398,Borrower_398,796,41903.43451424599,7,RENT,398,0.3642,0.7662887616720637,17,0.0,16.55,0.0,Unknown,None
399,399,13834.0,36,0.2105351625052574,521.5770795277289,A,2023-10-27 11:47:56.407338,Current,399,Borrower_399,828,104312.99033115382,6,MORTGAGE,399,0.5975,0.3554337374986628,10,0.0,25.95,0.0,Unknown,None
400,400,3314.0,36,0.0779053561119338,103.52878117786562,E,2025-07-29 11:47:56.407342,Late (31-120 days),400,Borrower_400,743,33133.39303601505,26,RENT,400,0.0923,0.5157857054356035,2,0.0,7.71,1.0,Unknown,None
401,401,38180.0,36,0.2053536542700145,1429.3419015323338,C,2025-01-27 11:47:56.407346,Current,401,Borrower_401,771,26517.36043433945,0,MORTGAGE,401,0.1397,0.18545462424752454,7,0.0,39.11,0.0,Unknown,None
402,402,4883.0,60,0.175169333210122,122.71649478989976,C,2023-08-17 11:47:56.407351,Current,402,Borrower_402,806,113124.4391612544,26,MORTGAGE,402,0.3217,0.41007468944620495,15,0.0,6.72,0.0,Unknown,None
403,403,11051.0,36,0.1318287575835244,373.326029520415,E,2024-10-01 11:47:56.407355,Late (31-120 days),403,Borrower_403,756,154151.92557072005,15,MORTGAGE,403,0.3016,0.16225850448775203,6,0.0,30.68,1.0,Unknown,None
404,404,12695.0,36,0.1008042298191125,410.1114481842954,D,2025-03-07 11:47:56.407359,Fully Paid,404,Borrower_404,678,47522.1877113841,5,MORTGAGE,404,0.2937,0.6200691203542739,1,0.0,21.29,0.0,Unknown,None
405,405,24123.0,36,0.2219457567004465,923.6982932766545,E,2024-07-07 11:47:56.407363,Current,405,Borrower_405,615,58513.62991262638,6,RENT,405,0.35,0.5681774560368614,9,0.0,47.92,0.0,Unknown,None
406,406,8902.0,36,0.1900376518588106,326.3288369358334,B,2023-06-10 11:47:56.407397,Current,406,Borrower_406,675,33747.70327046316,11,RENT,406,0.216,0.8644399453793866,25,0.0,17.31,0.0,Unknown,None
407,407,18573.0,36,0.1595479818938273,652.5571708936145,D,2023-06-20 11:47:56.407419,Fully Paid,407,Borrower_407,731,60038.79857405353,22,RENT,407,0.5047,0.5142158624690585,16,0.0,37.91,0.0,Unknown,None
408,408,30374.0,60,0.1719137067796928,758.0011133463905,E,2024-11-26 11:47:56.407427,Current,408,Borrower_408,730,47199.91487774439,8,MORTGAGE,408,0.2233,0.3276210346100158,4,0.0,48.59,0.0,Unknown,None
409,409,13288.0,60,0.0682132364164362,261.9995928584628,A,2025-06-10 11:47:56.407433,Fully Paid,409,Borrower_409,769,56893.46597168517,26,OWN,409,0.3436,0.3158466494094835,0,0.0,15.35,0.0,Unknown,None
410,410,7884.0,36,0.1447839521822383,271.2919226849042,D,2023-07-15 11:47:56.407440,Late (31-120 days),410,Borrower_410,803,73469.7616037771,10,MORTGAGE,410,0.3422,0.24960300763764964,20,0.0,14.37,1.0,Unknown,None
411,411,11559.0,36,0.0887400585571404,366.8956733408256,E,2025-06-15 11:47:56.407446,Current,411,Borrower_411,616,34576.42121562361,9,RENT,411,0.4783,0.23547728787112787,0,0.0,19.11,0.0,Unknown,None
412,412,19125.0,60,0.091676735801765,398.5616926543492,A,2025-06-19 11:47:56.407452,Current,412,Borrower_412,847,49965.81399083365,20,RENT,412,0.3509,0.3986197681449567,0,0.0,24.24,0.0,Unknown,None
413,413,4688.0,36,0.1822607924573733,170.0145817383286,E,2023-11-29 11:47:56.407459,Fully Paid,413,Borrower_413,762,24297.02731455237,0,OWN,413,0.2123,0.6260775788989477,19,0.0,12.56,0.0,Unknown,None
